n,avg_time_s
1200,0.000906333600
2500,0.002177483400
5000,0.005402801400
7500,0.012582594600
10000,0.015678564200
13000,0.022513558400
17000,0.029710323400
21000,0.038675307800
26000,0.058028138600
32000,0.071634151000
