algorithm,density_type,avg_time_ms,avg_memory_kib,avg_relax_attempts,avg_successful_relaxations,avg_iterations
Dijkstra,dense,131.12532535322114,14.077083333333333,82514.2,1076.7333333333333,343.3333333333333
FloydWarshall,dense,1089.496282185859,396.17534722222223,2323861.3333333335,56009.11111111111,94.44444444444444
Dijkstra,sparse,1.5250495098169066,28.416145833333335,1373.3333333333333,433.6666666666667,434.6666666666667
FloydWarshall,sparse,809.7463434085646,421.24305555555554,1719531.4444444445,38976.666666666664,94.44444444444444
